#List of SDSS AGN from DR7 that are found in HSC survey, with their magnitudes 
#created on Feb 16, 2019
#code at https://github.com/nevencaplar/Variability/tree/master/HSC 
#@Neven Caplar, Princeton University 
#ncaplar@princeton.edu
# 
#SDSS ID 
#ra (SDSS) 
#dec (SDSS) 
#redshift 
#Delta g-band (g-band psf SDSS magnitude - g_psfflux_mag (HSC))  
#Delta g-band err (sqrt(g-band psf err (SDSS)**2+g_psfflux_magsigma (HSC)**2)) 
#g-band (SDSS - all SDSS magnitudes are psf magnitudes) 
#g-band err (SDSS)  
#r-band (SDSS)  
#r-band err (SDSS) 
#i-band (SDSS) 
#i-band err (SDSS)  
#ra (HSC)  
#dec (HSC)  
#g_cmodel_mag (HSC)  
#g_cmodel_magsigma (HSC)  
#r_cmodel_mag (HSC)  
#r_cmodel_magsigma (HSC)  
#i_cmodel_mag (HSC) 
# i_cmodel_magsigma (HSC)  
#g_psfflux_mag (HSC)  
# g_psfflux_magsigma (HSC) 
#r_psfflux_mag (HSC) 
#r_psfflux_magsigma (HSC) 
#i_psfflux_mag (HSC) 
#i_psfflux_magsigma (HSC) 
#object_id (HSC) 
  
000006.53+003055.2,0.02722,0.515341,1.8246,0.1787467,0.034028072,0.180677,0.034031637,20.461,0.034,0.0525786,0.038023047,0.0502459,0.0380239,20.324,0.038,0.0206085,0.041014764,0.0214096,0.04101498,20.093,0.041,0.027217887,0.5153451,20.280323,0.0014670914,20.273754,0.0013479099,20.07159,0.0011084412,20.282253,0.0013819106,20.271421,0.0013236768,20.072392,0.0011004518,41645665054383856
000008.13+001634.6,0.0339,0.276301,1.8373,0.1737315,0.024026178,0.172095,0.024030242,20.206,0.024,0.1788292,0.032014076,0.1584263,0.032014515,19.941,0.032,0.2168287,0.0320061,0.215999,0.032006174,19.485,0.032,0.03391549,0.2763142,20.033905,0.0012052181,19.782574,0.00096397335,19.269001,0.0006285788,20.032269,0.0011212603,19.76217,0.000949195,19.268171,0.00062489597,41645656464458512
000012.25-003220.5,0.0511,-0.539047,1.4365,0.0510058,0.03204619,0.0495295,0.032055274,20.499,0.032,0.0780623,0.02803008,0.0836623,0.028030975,20.247,0.028,0.0168436,0.037020225,0.0269659,0.037020497,20.135,0.037,0.051086005,-0.5390418,20.44947,0.0018816304,20.163338,0.001317421,20.108034,0.0012317471,20.447994,0.0017199741,20.168938,0.0012982534,20.118156,0.0012234953,40576948342123440
000013.80-005446.8,0.0575,-0.913001,1.8499,-0.1832942,0.034093607,-0.1550177,0.03411301,20.219,0.034,-0.1532255,0.027061535,-0.1473413,0.027061302,20.058,0.027,-0.029027,0.030026412,-0.0173369,0.03002682,19.592,0.03,0.057514008,-0.9129956,20.374018,0.0027744328,20.205341,0.0018204703,19.609337,0.0012688343,20.402294,0.0025247028,20.211226,0.001823927,19.621027,0.001259105,40576939752187664
000014.82-011030.7,0.06177,-1.1752,1.8877,-0.3191019,0.032068424,-0.3210837,0.03208011,19.36,0.032,-0.2204053,0.022060597,-0.2450177,0.022062743,19.313,0.022,-0.3057408,0.025077077,-0.3115773,0.025079036,19.138,0.025,0.06176137,-1.1752081,19.681084,0.0022657188,19.558018,0.0016627202,19.449577,0.001989483,19.679102,0.0020937577,19.533405,0.0016340056,19.44374,0.001964631,40576935457214192
000015.47+005246.8,0.0645,0.879677,1.8516,0.5745353,0.023009092,0.5743465,0.02301008,19.604,0.023,0.4323577,0.022009665,0.4332388,0.022010054,19.531,0.022,0.3003085,0.03600291,0.3023303,0.03600295,19.188,0.036,0.06450473,0.87969387,19.029654,0.0006810548,19.097761,0.0006652046,18.88567,0.00046071163,19.029465,0.0006467315,19.098642,0.00065219036,18.887691,0.00045779272,41645673644319984
000017.88+002612.6,0.0745,0.436838,0.5457,-0.2217537,0.028029243,-0.141357,0.028029276,19.9,0.028,-0.3334036,0.031022342,-0.1347303,0.031020837,19.849,0.031,-0.3086384,0.030018993,-0.0793083,0.030017737,19.634,0.03,0.07453431,0.43684593,20.041357,0.0012807344,19.98373,0.00113682,19.713308,0.0010317808,20.121754,0.0012800153,20.182404,0.0011771685,19.942638,0.0010676926,41645660759422520
000030.37-002732.4,0.1266,-0.459003,1.8055,-0.3082488,0.030114135,-0.2836898,0.030131938,20.246,0.03,-0.3633319,0.026044944,-0.2974769,0.026044993,20.13,0.026,-0.3902473,0.030026462,-0.3200607,0.030025864,19.823,0.03,0.12659106,-0.45900336,20.52969,0.0028166792,20.427477,0.0015302385,20.14306,0.0012459969,20.554249,0.0026193657,20.493332,0.0015294326,20.213247,0.0012603134,40576815198133592
000031.86+010305.2,0.1328,1.051464,1.0927,0.0982986,0.023024824,0.0810352,0.023028089,20.1,0.023,-0.0185601,0.020024182,-0.0171219,0.020025058,19.636,0.02,-0.1840138,0.030011509,-0.2007508,0.030011619,19.586,0.03,0.13280104,1.0514648,20.018965,0.0011370598,19.653122,0.0010014628,19.78675,0.00083499646,20.001701,0.0010688859,19.65456,0.0009837945,19.770014,0.0008310366,41645540500332672
000032.70-005512.9,0.1362,-0.920264,1.5253,0.2320494,0.031037921,0.2318873,0.031049263,19.808,0.031,0.2924033,0.024027325,0.291318,0.024027746,19.731,0.024,0.2710803,0.030013537,0.2782367,0.030013701,19.57,0.03,0.1362633,-0.92025656,19.576113,0.0017483605,19.439682,0.0011543683,19.291763,0.0009067648,19.57595,0.0015338073,19.438597,0.0011455824,19.29892,0.00090135273,40576802313233136
000038.66+011426.2,0.1611,1.240635,1.8349,-0.0134464,0.025085839,-0.010614,0.025096057,20.4,0.025,0.1152094,0.03705408,0.1183374,0.037057467,20.576,0.037,-0.0098907,0.04101432,0.004361,0.041014437,20.05,0.041,0.16111213,1.2406405,20.410614,0.0021936458,20.457663,0.0020629577,20.045639,0.0010881288,20.413446,0.0020734724,20.46079,0.0020012227,20.05989,0.0010837778,41645544795300864
000039.00-001803.9,0.1625,-0.301107,2.1249,0.0536186,0.022011336,0.0506737,0.022013728,19.075,0.022,0.0336124,0.017008612,0.0326015,0.017009145,18.884,0.017,0.1655222,0.018006478,0.1701208,0.018006586,18.883,0.018,0.16250183,-0.30109656,19.024326,0.0007773124,18.851398,0.0005576953,18.71288,0.0004869667,19.021381,0.00070635014,18.850388,0.00054116,18.717478,0.0004829441,40576815198142856
000041.58+010545.5,0.1732,1.095973,1.5402,-0.1439196,0.035047498,-0.143069,0.035051126,20.412,0.035,-0.1414913,0.03203306,-0.1432041,0.032034162,20.364,0.032,-0.1919972,0.043024704,-0.1900669,0.043025084,20.143,0.043,0.17328735,1.0959723,20.555069,0.0018924683,20.507204,0.0014790199,20.333067,0.0014689089,20.55592,0.0018240127,20.505491,0.0014549886,20.334997,0.0014578279,41645540500335392
000042.02-004501.3,0.175,-0.750386,1.3115,-0.520623,0.04314011,-0.5169666,0.043162234,20.384,0.043,-0.4108522,0.029108489,-0.3977048,0.02911092,20.063,0.029,-0.4472745,0.03303726,-0.430137,0.033037752,19.956,0.033,0.17510758,-0.7503941,20.900967,0.0037387689,20.460705,0.0025388347,20.386137,0.0015789046,20.904623,0.0034740386,20.473852,0.002510794,20.403275,0.0015686229,40576806608200920
000046.15-003007.1,0.1923,-0.501993,1.4453,-0.7939105,0.022106558,-0.7787834,0.02211547,19.664,0.022,-0.8535369,0.0270771,-0.8373816,0.0270836,19.503,0.027,-0.6229744,0.02703467,-0.574234,0.027034653,19.507,0.027,0.19232534,-0.5019767,20.442783,0.0022570086,20.340382,0.0021263668,20.081234,0.0013683939,20.45791,0.0021679245,20.356537,0.0020418854,20.129974,0.0013687281,40576810903172184
000046.42+011420.8,0.1934,1.239116,3.7589,0.4466434,0.051036853,0.4425388,0.051039834,21.402,0.051,0.1873924,0.027021307,0.1847412,0.02702208,20.009,0.027,0.2709749,0.03500749,0.2738988,0.035007603,19.753,0.035,0.19343458,1.2391151,20.959461,0.0020161164,19.824259,0.0010921652,19.479101,0.0007296381,20.955357,0.0019391549,19.821608,0.0010728644,19.482025,0.00072413526,41645544795300880
000051.56+001202.5,0.2148,0.200707,3.9713,0.3451871,0.09215111,0.3134602,0.09216906,22.13,0.092,-0.0388779,0.032076243,-0.0420708,0.03208189,20.343,0.032,0.1199527,0.038012426,0.1417976,0.038012616,20.027,0.038,0.21485332,0.20072874,21.81654,0.005579987,20.38507,0.0022907709,19.885202,0.0009792477,21.784813,0.0052752513,20.381878,0.002210311,19.907047,0.00097194297,41645519025501760
000053.17-001732.9,0.2216,-0.29249,2.7571,-0.0288689,0.024020383,-0.0293305,0.024024334,19.661,0.024,-0.0013895,0.021018893,0.0087596,0.02102024,19.606,0.021,-0.0253642,0.02700901,-0.017071,0.027009165,19.694,0.027,0.22155023,-0.2924824,19.69033,0.0010810306,19.59724,0.0009222038,19.711071,0.0007035344,19.689869,0.0009893535,19.60739,0.00089097413,19.719364,0.0006975643,40576815198143440
